or_crc||or_nom||or_id||or_dpt||or_nat||or_typ||typ_code
21||centre communal d'action sociale de Cucuron||254||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
21||centre communal d'action sociale de Grasse||713||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
21||centre communal d'action sociale de la Roque-d'Anthéron||513||13||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
21||centre communal d'action sociale de la Trinité||672||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
21||centre communal d'action sociale de Miramas||540||13||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
21||centre communal d'action sociale du Pontet||237||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
21||centre départemental de gestion des Alpes-de-Haute-Provence 04||164||04||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre dép. de gestion de la fonction publique territoriale||0435-00
21||centre départemental de gestion des Alpes-Maritimes 06||159||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre dép. de gestion de la fonction publique territoriale||0435-00
21||Centre hospitalier de Cannes||728||06||Et. sanit. et sociaux et ESMS-BP et BA||Hôpitaux locaux (Budget Principal)||0505-00
21||centre hospitalier de La Ciotat||640||13||Et. sanit. et sociaux et ESMS-BP et BA||Hôpitaux locaux (Budget Principal)||0505-00
21||centre hospitalier général d'Aubagne||642||13||Et. sanit. et sociaux et ESMS-BP et BA||Hôpitaux locaux (Budget Principal)||0505-00
21||centre hospitalier spécialisé Edouard Toulouse à Marseille||637||13||Et. sanit. et sociaux et ESMS-BP et BA||Hôpitaux locaux (Budget Principal)||0505-00
21||communauté d'agglomération de Fréjus Saint-Raphaël||1509||83||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
21||communauté d'agglomération de Sophia Antipolis (CASA)||1534||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
21||communauté d'agglomération du Pays d'Aubagne et de l'Etoile ||1524||13||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
21||communauté d'agglomération du Pays de Grasse (CAPG)||1545||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
21||Communauté d'agglomération Durance Lubéron Verdon Agglomération (DLVA)||6164||04||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
21||communauté de communes Cians Var||1543||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
21||communauté de communes de Haute-Provence||1607||04||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
21||communauté de communes de la Vallée de l'Avance||1569||05||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
21||Communauté de communes de l'Enclave des Papes et du Pays de Grignan (CCEPPG)||6745||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
21||communauté de communes des pays de Rhône et Ouvèze (CCPRO)||1472||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
21||Communauté de communes du Golfe de Saint-Tropez||6204||83||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
21||communauté de communes du pays des Paillons||3172||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
21||communauté de communes du Valgaudemar||1580||05||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
21||communauté de communes les Sorgues du Comtat||1466||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
21||communauté de communes Rhône lez Provence||2625||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
21||communauté de communes Vallée de l'Ubaye||1606||04||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
21||communauté des communes de l'Enclave des Papes||1478||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
21||Communauté Urbaine de Marseille Provence Métropole (CUMPM)||1516||13||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté urbaine||0401-00
21||commune d'Aix-en-Provence||2062||13||Commune||Commune / BP||0101-00
21||commune d'Antibes||2236||06||Commune||Commune / BP||0101-00
21||commune d'Aubagne||2057||13||Commune||Commune / BP||0101-00
21||commune de Bandol||1927||83||Commune||Commune / BP||0101-00
21||commune de Bauduen||1921||83||Commune||Commune / BP||0101-00
21||commune de Breil-sur-Roya||2215||06||Commune||Commune / BP||0101-00
21||commune de Briançon||2395||05||Commune||Commune / BP||0101-00
21||commune de Buoux||1760||84||Commune||Commune / BP||0101-00
21||commune de Cabannes||2044||13||Commune||Commune / BP||0101-00
21||commune de Cabriès||2043||13||Commune||Commune / BP||0101-00
21||commune de Châteauneuf-de-Grasse||2198||06||Commune||Commune / BP||0101-00
21||commune de Châteauneuf-les-Martigues||2036||13||Commune||Commune / BP||0101-00
21||commune de Contes||2188||06||Commune||Commune / BP||0101-00
21||commune de Cuers||1888||83||Commune||Commune / BP||0101-00
21||commune de Cuges-les-Pins||2032||13||Commune||Commune / BP||0101-00
21||commune de Freissinières||2362||05||Commune||Commune / BP||0101-00
21||commune de Gourdon||2166||06||Commune||Commune / BP||0101-00
21||commune de Grasse||2165||06||Commune||Commune / BP||0101-00
21||commune de Gréoux-les-Bains||2543||04||Commune||Commune / BP||0101-00
21||commune de Grimaud||1869||83||Commune||Commune / BP||0101-00
21||commune de Hyères-les-palmiers||1868||83||Commune||Commune / BP||0101-00
21||commune de la Bollène-Vésubie||2218||06||Commune||Commune / BP||0101-00
21||commune de la Garde||1875||83||Commune||Commune / BP||0101-00
21||commune de la Penne-sur-Huveaune||1987||13||Commune||Commune / BP||0101-00
21||commune de la Seyne-sur-Mer||1811||83||Commune||Commune / BP||0101-00
21||commune de la Trinité||2078||06||Commune||Commune / BP||0101-00
21||commune de Laragne-Montéglin||2350||05||Commune||Commune / BP||0101-00
21||commune de Lorgues||1864||83||Commune||Commune / BP||0101-00
21||commune de Loriol-du-Comtat||1716||84||Commune||Commune / BP||0101-00
21||commune de Mandelieu-la-Napoule||2153||06||Commune||Commune / BP||0101-00
21||commune de Manosque||2528||04||Commune||Commune / BP||0101-00
21||commune de Massoins||2150||06||Commune||Commune / BP||0101-00
21||commune de Mimet||1995||13||Commune||Commune / BP||0101-00
21||Commune de Monetier-les-Bains||2341||05||Commune||Commune / BP||0101-00
21||commune de Montclar||2518||04||Commune||Commune / BP||0101-00
21||commune de Peynier||1985||13||Commune||Commune / BP||0101-00
21||commune de Plan d'Aups Sainte-Baume||1843||83||Commune||Commune / BP||0101-00
21||commune de Port-de-Bouc||1980||13||Commune||Commune / BP||0101-00
21||commune de Puget-sur-Argens||1837||83||Commune||Commune / BP||0101-00
21||commune de Puget-Ville||1836||83||Commune||Commune / BP||0101-00
21||commune de Risoul||2303||05||Commune||Commune / BP||0101-00
21||commune de Saint-Blaise||2110||06||Commune||Commune / BP||0101-00
21||commune de Saint-Dalmas-le-Selvage||2108||06||Commune||Commune / BP||0101-00
21||commune de Saint-Geniez||2471||04||Commune||Commune / BP||0101-00
21||commune de Saint-Hippolyte-le-Graveyron||1672||84||Commune||Commune / BP||0101-00
21||commune de Saint-Martin-de-la-Brasque||1668||84||Commune||Commune / BP||0101-00
21||commune de Saint-Raphaël||1819||83||Commune||Commune / BP||0101-00
21||commune de Saint-Tropez||1818||83||Commune||Commune / BP||0101-00
21||commune de Saint-Zacharie||1817||83||Commune||Commune / BP||0101-00
21||commune de Salon-de-Provence||1953||13||Commune||Commune / BP||0101-00
21||commune de Saorge||2095||06||Commune||Commune / BP||0101-00
21||commune de Sarrians||1659||84||Commune||Commune / BP||0101-00
21||commune de Savoillans||1656||84||Commune||Commune / BP||0101-00
21||commune de Tarascon||1947||13||Commune||Commune / BP||0101-00
21||commune de Vars||2247||05||Commune||Commune / BP||0101-00
21||commune de Villefranche-sur-Mer||2067||06||Commune||Commune / BP||0101-00
21||commune d'Embrun||2374||05||Commune||Commune / BP||0101-00
21||commune d'Eyguières||2027||13||Commune||Commune / BP||0101-00
21||commune du Beausset||1920||83||Commune||Commune / BP||0101-00
21||commune du Pontet||1689||84||Commune||Commune / BP||0101-00
21||commune d'Upaix||2251||05||Commune||Commune / BP||0101-00
21||commune d'Uvernet-Fours||2432||04||Commune||Commune / BP||0101-00
21||commune Les Mées||2525||04||Commune||Commune / BP||0101-00
21||Conseil Départemental des Alpes-Maritimes 06||1626||06||Département||Département / BP||0201-00
21||Conseil Départemental du Var 83||1624||83||Département||Département / BP||0201-00
21||conseil régional Provence-Alpes-Côte-d'Azur (CR PACA)||1622||13||Région||Région / BP||0301-00
21||crédit municipal d'Avignon||216||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Etablissement Public Administratif||0437-00
21||crédit municipal de Toulon||376||83||Et. pub. local et BA des Collectiv. territoriales et des EPL||Etablissement Public Administratif||0437-00
21||Destination Ecrins||32||05||Et. pub. local et BA des Collectiv. territoriales et des EPL||Etablissement Public Administratif||0437-00
21||Ecole supérieure d'art d'Avignon (ESAA) (EPCC)||5604||84||Etablissement public de coopération culturelle||Etablissement public administratif||2510-00
21||EHPAD au Savel de Contes||745||06||Et. sanit. et sociaux et ESMS-BP et BA||Maison de Retraite (Budget général)||0530-00
21||EHPAD de Cassis||641||13||Et. sanit. et sociaux et ESMS-BP et BA||Maison de Retraite (Budget général)||0530-00
21||EHPAD LE FELIBRIGE de Marignane||626||13||Et. sanit. et sociaux et ESMS-BP et BA||Maison de Retraite (Budget général)||0530-00
21||EHPAD Le Soleil Comtadin d'Aubignan||280||84||Et. sanit. et sociaux et ESMS-BP et BA||Maison de Retraite (Budget général)||0530-00
21||EHPAD Résidence Aimé PETRE de Sorgues||4824||84||Et. sanit. et sociaux et ESMS-BP et BA||Maison de Retraite (Budget général)||0530-00
21||EHPAD Résidence les Sept Rivière de Bédarrides||4844||84||Et. sanit. et sociaux et ESMS-BP et BA||Maison de Retraite (Budget général)||0530-00
21||EPS VALLEE DE LA BLANCHE||902||04||Et. sanit. et sociaux et ESMS-BP et BA||Hôpitaux locaux (Budget Principal)||0505-00
21||Fédération départementale des chasseurs des Bouches du Rhône||6686||13||Association loi de 1901||Association||1210-00
21||fondation Calvet||140||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Fondation||1510-00
21||groupement d'intérêt public de la maison départementale des personnes handicapées des Bouches-du-Rhône (GIP MDPH 13) ||3448||13||Personne administrative spéciale||GIP||2000-00
21||groupement d'intérêt public des maisons départementales des personnes handicapées des Alpes-de-Haute-Provence (GIP MDPH 04)||3447||04||Personne administrative spéciale||GIP||2000-00
21||groupement d'intérêt public des maisons départementales des personnes handicapées des Alpes-Maritimes (GIP MDPH 06)||3444||06||Personne administrative spéciale||GIP||2000-00
21||hôpital d'Allauch||643||13||Et. sanit. et sociaux et ESMS-BP et BA||Hôpitaux locaux (Budget Principal)||0505-00
21||Hôpital Pierre Groues de Barcelonnette||908||04||Et. sanit. et sociaux et ESMS-BP et BA||Hôpitaux locaux (Budget Principal)||0505-00
21||lycée général et technologique Thomas Edison à Lorgues||2770||83||Et. pub. local d'enseignement||Lycée||1320-00
21||lycée Masséna à Nice||3082||06||Et. pub. local d'enseignement||Lycée||1320-00
21||lycée polyvalent Frédéric Joliot Curie à Aubagne||2912||13||Et. pub. local d'enseignement||Lycée||1320-00
21||lycée polyvalent régional Jules Ferry à Cannes||3093||06||Et. pub. local d'enseignement||Lycée||1320-00
21||lycée professionnel Maria Casarès à Avignon||2665||84||Et. pub. local d'enseignement||Lycée||1320-00
21||lycée technique les Eucalyptus à Nice||3064||06||Et. pub. local d'enseignement||Lycée||1320-00
21||Métropole d'Aix-Marseille-Provence (AMP)||7184||13||Et. pub. local et BA des Collectiv. territoriales et des EPL||Métropole||0405-00
21||office intercommunal de tourisme Pays Mer Estérel à Roquebrune-sur-Argens||62||83||Et. pub. local et BA des Collectiv. territoriales et des EPL||Etablissement Public Administratif||0437-00
21||office municipal du tourisme de Menton||91||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Etablissement Public Administratif||0437-00
21||régie Briançonnaise de l'eau autonome||56||05||Et. pub. local et BA des Collectiv. territoriales et des EPL||Régie personnalisée et autre||0433-10
21||Syndicat d'électrification vauclusien (SEV)||6064||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
21||syndicat départemental de l'électricité et du gaz des Alpes-Maritimes (SDEG)||1306||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
21||syndicat départemental d'élimination et de valorisation des ordures ménagères (SYDEVOM)||1392||04||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
21||syndicat intercommunal à vocation multiple de l'Issole (SIVOM) ||1488||83||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
21||syndicat intercommunal à vocation multiple source moulin Rourebel (SIVOM)||1562||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
21||syndicat intercommunal à vocation multiple val de banquière Falicon (SIVOM)||1547||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
21||syndicat intercommunal à vocation unique irrigation de la Motte Turriers||1618||04||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
21||syndicat intercommunal d'aménagement du bassin de l'Arc (SABA) ||1530||13||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
21||syndicat intercommunal de prévention et de protection contre les risques d'incendie du secteur Paillon||1251||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
21||syndicat intercommunal de rivière du Calavon-Coulon||2618||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
21||syndicat intercommunal de télévision de l'Escarène (SITV)||1308||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
21||syndicat intercommunal du collèges des vallées du Paillon||1310||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
21||syndicat intercommunal du Marderic (SIMA)||1461||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
21||syndicat intercommunal du pôle touristique golfe des îles d'or||1045||83||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
21||syndicat intercommunal du traitement des eaux usées de la vallée du Paillon||1309||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
21||syndicat intercommunal du vallon perdighier||1242||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
21||syndicat intercommunal du Vigueirat et de la vallée des Baux||1108||13||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
21||syndicat intercommunal groupement scolaire de la Plana (SIS)||1243||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
21||syndicat intercommunal pour l'aménagement et l'entretien du réseau hydraulique du Nord Vaucluse (SIAERH Nord Vaucluse)||956||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
21||syndicat mixte d'aménagement et d'équipement du mont Ventoux (SMAE) ||982||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
21||syndicat mixte de gestion et d'exploitation des transports urbains de la CAPM et du SAN Ouest Provence (SMGETU)||5044||13||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
21||syndicat mixte de la base de loisirs du circuit du Var||1055||83||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
21||syndicat mixte de la zone du Verdon||1510||83||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
21||syndicat mixte des eaux de la région Rhône-Ventoux||967||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
21||syndicat mixte du bassin versant du Lez (SMBVL)||924||84||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
21||syndicat mixte du massif de l'Arbois||1151||13||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
21||syndicat mixte du parc régional du Queyras||1360||05||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
21||syndicat mixte élimination des déchets moyen Pays 06 (SMED 06)||690||06||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
21||syndicat mixte ports Toulon Provence||3744||83||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
21||Villa Méditerranée ex centre régional de la méditerranée (CEREM)||4984||13||Et. pub. local et BA des Collectiv. territoriales et des EPL||Régie personnalisée et autre||0433-10
23||Agence de gestion des équipements sportifs d'intérêt régional de Guyane AGESIRG||1364||973||Et. pub. local et BA des Collectiv. territoriales et des EPL||Etablissement à caractère industriel et commercial||0433-20
